target,value,source,AVERAGE_ANNUAL_PAY
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60611
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,93163
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60611
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60611
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60611
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60611
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60611
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60611
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,126734
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,93163
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60611
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,93163
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,93163
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,93163
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,93163
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,93163
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,76877
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,93163
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,109429
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,106184
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,75421
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,75421
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,106184
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,75421
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,90792
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60029
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,90792
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,60029
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,75421
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,30,CONTRA COSTA COUNTY,75421
"SYNOPSYS, INC.",30,SAN FRANCISCO COUNTY,112500
"SYNOPSYS, INC.",30,SAN FRANCISCO COUNTY,117667
"SYNOPSYS, INC.",30,SAN FRANCISCO COUNTY,118617
"SYNOPSYS, INC.",30,SAN FRANCISCO COUNTY,127476
"SYNOPSYS, INC.",30,SAN FRANCISCO COUNTY,135666
"SYNOPSYS, INC.",30,SAN FRANCISCO COUNTY,137199
"SYNOPSYS, INC.",30,SAN FRANCISCO COUNTY,149043
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,117481
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,117694
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,118157
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,125772
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,126067
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,126200
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,125064
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,128280
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,128674
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,135061
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,137199
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,137199
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,140533
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,148061
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,150108
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,150857
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,151893
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,152134
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,155635
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,170142
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,171716
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,171791
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,171791
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,171863
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,172854
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,172931
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,178477
"SYNOPSYS, INC.",30,SANTA CLARA COUNTY,190618
BIRLASOFT INC,30,ALAMEDA COUNTY,60611
SYNTEL CONSULTING INC.,30,SAN FRANCISCO COUNTY,75046
"TWITTER, INC.",30,SAN FRANCISCO COUNTY,131269
"TWITTER, INC.",30,SAN FRANCISCO COUNTY,109762
"TWITTER, INC.",30,SAN FRANCISCO COUNTY,109762
"TWITTER, INC.",30,SAN FRANCISCO COUNTY,109762
"EPAM SYSTEMS, INC",30,SANTA CLARA COUNTY,82500
ZENSAR TECHNOLOGIES INC.,30,SANTA CLARA COUNTY,95161
BIRLASOFT INC,30,SANTA CLARA COUNTY,66602
BIRLASOFT INC,30,SANTA CLARA COUNTY,66602
BIRLASOFT INC,30,SANTA CLARA COUNTY,66602
XORIANT CORPORATION,30,SANTA CLARA COUNTY,90000
"NESS USA, INC.",30,SANTA CLARA COUNTY,85322
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,88470
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,88470
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,88877
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,90225
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,90225
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,87893
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,93621
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,90691
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,96152
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,96313
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,105085
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,105085
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,106153
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,106153
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,104468
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,104468
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,105459
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,105459
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,108961
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,109178
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,107802
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,108819
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,121953
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,121953
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,122625
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,125218
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,125475
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,125611
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,125611
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,126427
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,126427
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,129382
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,129838
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,146021
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,146021
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,146948
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,146948
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,149282
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,149335
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,151562
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,151562
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,152841
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,154248
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,155304
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,173756
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,175576
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,175576
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,177462
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,178654
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,177608
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,179096
NVIDIA CORPORATION,30,SANTA CLARA COUNTY,182606
MOJO SOLUTIONS AND SERVICES MSS LCC,30,ALAMEDA COUNTY,75172
MOJO SOLUTIONS AND SERVICES MSS LLC,30,ALAMEDA COUNTY,75172
"FACEBOOK, INC.",30,SAN MATEO COUNTY,106000
"FACEBOOK, INC.",30,SAN MATEO COUNTY,106000
"FACEBOOK, INC.",30,SAN MATEO COUNTY,110000
"FACEBOOK, INC.",30,SAN MATEO COUNTY,110000
"FACEBOOK, INC.",30,SAN MATEO COUNTY,110000
"FACEBOOK, INC.",30,SAN MATEO COUNTY,133727
"FACEBOOK, INC.",30,SAN MATEO COUNTY,133727
"FACEBOOK, INC.",30,SAN MATEO COUNTY,131000
"FACEBOOK, INC.",30,SAN MATEO COUNTY,131000
"FACEBOOK, INC.",30,SAN MATEO COUNTY,131000
"FACEBOOK, INC.",30,SAN MATEO COUNTY,158500
"FACEBOOK, INC.",30,SAN MATEO COUNTY,158500
"FACEBOOK, INC.",30,SAN MATEO COUNTY,158500
"FACEBOOK, INC.",30,SAN MATEO COUNTY,159000
"FACEBOOK, INC.",30,SAN MATEO COUNTY,162500
"MCKINSEY & COMPANY, INC. UNITED STATES",30,SANTA CLARA COUNTY,157144
"JUNIPER NETWORKS, INC.",30,SANTA CLARA COUNTY,172068
"JUNIPER NETWORKS (US), INC.",30,SANTA CLARA COUNTY,172068
INTEL CORPORATION,30,SANTA CLARA COUNTY,99682
"APPLIED MATERIALS, INC.",30,SANTA CLARA COUNTY,120907
"JUNIPER NETWORKS (US), INC.",30,SANTA CLARA COUNTY,174244
"JUNIPER NETWORKS, INC.",30,SANTA CLARA COUNTY,174244
"JUNIPER NETWORKS (US), INC.",30,SANTA CLARA COUNTY,172060
"JUNIPER NETWORKS, INC.",30,SANTA CLARA COUNTY,172060
"JUNIPER NETWORKS, INC.",30,SANTA CLARA COUNTY,168772
"TELENAV, INC.",30,SANTA CLARA COUNTY,144500
WIPRO LIMITED,29,SANTA CLARA COUNTY,77564
TATA CONSULTANCY SERVICES LIMITED,27,SANTA CLARA COUNTY,81000
TATA CONSULTANCY SERVICES LIMITED,27,SANTA CLARA COUNTY,81000
WIPRO LIMITED,26,SAN MATEO COUNTY,76918
"A2Z DEVELOPMENT CENTER, INC.",25,SANTA CLARA COUNTY,114844
"A2Z DEVELOPMENT CENTER, INC.",25,SANTA CLARA COUNTY,109727
"A2Z DEVELOPMENT CENTER, INC.",25,SANTA CLARA COUNTY,146581
ADOBE SYSTEMS INCORPORATED,25,SAN FRANCISCO COUNTY,110157
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,104599
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,106471
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,113199
"SYNOPSYS, INC.",25,SANTA CLARA COUNTY,122859
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,127177
"SYNOPSYS, INC.",25,SANTA CLARA COUNTY,126521
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,141269
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,141269
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,141269
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,143100
"SYNOPSYS, INC.",25,SANTA CLARA COUNTY,140245
"SYNOPSYS, INC.",25,SANTA CLARA COUNTY,182892
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,193789
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,131269
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,96138
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,116272
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,108597
"CYIENT, INC.",25,SANTA CLARA COUNTY,87090
ADOBE SYSTEMS INCORPORATED,25,SANTA CLARA COUNTY,85987
"SONATA SOFTWARE NORTH AMERICA, INC.",25,ALAMEDA COUNTY,79144
MPHASIS CORPORATION,25,ALAMEDA COUNTY,108000
IGATE TECHNOLOGIES INC.,25,ALAMEDA COUNTY,81000
IGATE TECHNOLOGIES INC.,25,CONTRA COSTA COUNTY,81000
SYMANTEC CORPORATION,25,SAN FRANCISCO COUNTY,98300
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,65021
SYNTEL CONSULTING INC.,25,SAN FRANCISCO COUNTY,75046
SYNTEL INC,25,SAN FRANCISCO COUNTY,115586
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,94162
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,105000
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,89378
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,63523
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,82285
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,75046
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,89378
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,94162
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,94162
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,75046
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,94162
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,65021
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,82285
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,82285
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,82285
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,94162
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,100000
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,94162
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,89378
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,89378
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,82285
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,89378
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,76918
IGATE TECHNOLOGIES INC.,25,SAN FRANCISCO COUNTY,77100
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,74922
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,77064
IGATE TECHNOLOGIES INC.,25,SAN FRANCISCO COUNTY,77100
SYNTEL CONSULTING INC.,25,SAN FRANCISCO COUNTY,118414
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,66518
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,96866
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,100360
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,89378
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,75046
MPHASIS CORPORATION,25,SAN FRANCISCO COUNTY,82285
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,86282
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,85273
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,85273
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,92661
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,92661
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,92661
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,95161
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,95161
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,95161
ZENSAR TECHNOLOGIES INC.,25,SANTA CLARA COUNTY,95161
"GLOBAL EDGE SOFTWARE, INC",25,SANTA CLARA COUNTY,98630
SYMANTEC CORPORATION,25,SANTA CLARA COUNTY,99127
SYMANTEC CORPORATION,25,SANTA CLARA COUNTY,117212
SYMANTEC CORPORATION,25,SANTA CLARA COUNTY,149350
SYMANTEC CORPORATION,25,SANTA CLARA COUNTY,139751
SYMANTEC CORPORATION,25,SANTA CLARA COUNTY,167421
"IMAGINEA TECHNOLOGIES, INC.",25,SANTA CLARA COUNTY,77563
MPHASIS CORPORATION,25,SANTA CLARA COUNTY,121909
"IMAGINEA TECHNOLOGIES, INC.",25,SANTA CLARA COUNTY,96138
"IMAGINEA TECHNOLOGIES, INC.",25,SANTA CLARA COUNTY,115378
MPHASIS CORPORATION,25,SANTA CLARA COUNTY,66602
MPHASIS CORPORATION,25,SANTA CLARA COUNTY,66602
SYNTEL CONSULTING INC.,25,SANTA CLARA COUNTY,66602
"DROPBOX, INC.",25,SAN FRANCISCO COUNTY,94162
"CISCO SYSTEMS, INC.",25,SAN FRANCISCO COUNTY,109403
"CADENCE DESIGN SYSTEMS, INC.",25,SANTA CLARA COUNTY,81335
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,96061
"CADENCE DESIGN SYSTEMS, INC.",25,SANTA CLARA COUNTY,103473
"CADENCE DESIGN SYSTEMS, INC.",25,SANTA CLARA COUNTY,106850
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,104503
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,99000
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,99000
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,99000
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,104503
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,108483
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,108483
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,108483
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,108483
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,112875
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,112875
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,114799
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,114123
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,122592
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,123317
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,123272
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,123317
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,114799
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,123272
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,123272
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,123272
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,114123
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,123279
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,115720
"CADENCE DESIGN SYSTEMS, INC.",25,SANTA CLARA COUNTY,124554
"CADENCE DESIGN SYSTEMS, INC.",25,SANTA CLARA COUNTY,121509
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,137631
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,138527
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,145131
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,139505
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,138527
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,139567
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,138527
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,152119
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,149555
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,149555
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,149555
"CADENCE DESIGN SYSTEMS, INC.",25,SANTA CLARA COUNTY,153421
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,166902
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,166902
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,148255
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,166902
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,166902
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,166902
"CISCO SYSTEMS, INC.",25,SANTA CLARA COUNTY,133661
"A2Z DEVELOPMENT CENTER, INC.",25,SANTA CLARA COUNTY,109727
"A2Z DEVELOPMENT CENTER, INC.",25,SANTA CLARA COUNTY,146581
"SMARTPLAY, INC.",25,SANTA CLARA COUNTY,96803
"SMARTPLAY, INC.",25,SANTA CLARA COUNTY,116241
"SMARTPLAY, INC.",25,SANTA CLARA COUNTY,106517
"SMARTPLAY, INC.",25,SANTA CLARA COUNTY,87090
"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",25,ALAMEDA COUNTY,84000
"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",25,ALAMEDA COUNTY,84000
"ZYNGA, INC.",25,SAN FRANCISCO COUNTY,88923
"ZYNGA, INC.",25,SAN FRANCISCO COUNTY,90046
"ZYNGA, INC.",25,SAN FRANCISCO COUNTY,104378
"ZYNGA, INC.",25,SAN FRANCISCO COUNTY,109162
"JUNIPER NETWORKS, INC.",25,SANTA CLARA COUNTY,168553
"JUNIPER NETWORKS (US), INC.",25,SANTA CLARA COUNTY,174252
INTEL CORPORATION,25,SANTA CLARA COUNTY,105295
"JUNIPER NETWORKS (US), INC.",25,SANTA CLARA COUNTY,174244
"JUNIPER NETWORKS, INC.",25,SANTA CLARA COUNTY,172060
"JUNIPER NETWORKS (US), INC.",25,SANTA CLARA COUNTY,168545
"JUNIPER NETWORKS, INC.",25,SANTA CLARA COUNTY,168772
"JUNIPER NETWORKS (US), INC.",25,SANTA CLARA COUNTY,157521
WIPRO LIMITED,23,SANTA CLARA COUNTY,77563
TATA CONSULTANCY SERVICES LIMITED,22,SAN FRANCISCO COUNTY,85500
WIPRO LIMITED,21,SAN MATEO COUNTY,82285
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,20,SAN FRANCISCO COUNTY,179411
PRICEWATERHOUSECOOPERS LLP,20,SAN FRANCISCO COUNTY,170353
"A.T. KEARNEY, INC.",20,SAN FRANCISCO COUNTY,145000
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,20,SANTA CLARA COUNTY,132690
PRICEWATERHOUSECOOPERS LLP,20,SANTA CLARA COUNTY,123683
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,20,SANTA CLARA COUNTY,178975
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,20,SANTA CLARA COUNTY,179750
PRICEWATERHOUSECOOPERS LLP,20,SANTA CLARA COUNTY,240300
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,20,SANTA CLARA COUNTY,240300
PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,20,SANTA CLARA COUNTY,123000
"A2Z DEVELOPMENT CENTER, INC.",20,SANTA CLARA COUNTY,114844
"A2Z DEVELOPMENT CENTER, INC.",20,SANTA CLARA COUNTY,114844
"A2Z DEVELOPMENT CENTER, INC.",20,SANTA CLARA COUNTY,114844
"A2Z DEVELOPMENT CENTER, INC.",20,SANTA CLARA COUNTY,112395
"A2Z DEVELOPMENT CENTER, INC.",20,SANTA CLARA COUNTY,112395
"A2Z DEVELOPMENT CENTER, INC.",20,SANTA CLARA COUNTY,132659
"A2Z DEVELOPMENT CENTER, INC.",20,SANTA CLARA COUNTY,132659
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,20,CONTRA COSTA COUNTY,109429
"ARUBA NETWORKS, INC.",20,SANTA CLARA COUNTY,123488
MINDTREE LIMITED,20,ALAMEDA COUNTY,62235
MINDTREE LIMITED,20,ALAMEDA COUNTY,65001
MINDTREE LIMITED,20,ALAMEDA COUNTY,76878
MINDTREE LIMITED,20,ALAMEDA COUNTY,76878
MINDTREE LIMITED,20,ALAMEDA COUNTY,78958
IGATE TECHNOLOGIES INC.,20,ALAMEDA COUNTY,79200
CSC COVANSYS CORPORATION,20,ALAMEDA COUNTY,60611
TATA CONSULTANCY SERVICES LIMITED,20,ALAMEDA COUNTY,84500
"APPSINTEGRATION, INC",20,ALAMEDA COUNTY,65000
MINDTREE LIMITED,20,ALAMEDA COUNTY,76877
IGATE TECHNOLOGIES INC.,20,ALAMEDA COUNTY,76900
IGATE TECHNOLOGIES INC.,20,ALAMEDA COUNTY,68700
MPHASIS CORPORATION,20,ALAMEDA COUNTY,112000
MINDTREE LIMITED,20,CONTRA COSTA COUNTY,62235
MINDTREE LIMITED,20,CONTRA COSTA COUNTY,76878
IGATE TECHNOLOGIES INC.,20,CONTRA COSTA COUNTY,76900
